10/22/2018												
4:51 PM												
aGe-noise_2018.10.22_COND_450to300.txt												
												
Data taken by: Brenda												
Ammeter is Keithley 485 at GPIB11::22::INSTR												
Temperature Controller is Lake Shore 331 at GPIB11::12::INSTR with the settings: control sensor=B;sample sensor=B;loop=1												
Readings: 5												
Voltage (V): 88.3												
Geo Factor: 25000												
Ea Window (pts): 3												
Shut off V when done?: TRUE												
Mconnect?: FALSE												
Use Abs(Cond)?: FALSE												
Rate (K/min): 1												
Heater: High												
description for header												
********************
Time (s)	Temperature Control (K)	1/kT Control (1/eV)	Rate Control (K/min)	Temperature Sample (K)	1/kT Sample (1/eV)	Rate Sample (K/min)	Current (A)	Current Std Dev/Mean	Conductivity (Ohm-cm)^-1	Ea (eV)	Reduced Ea
1.060000E+0	4.500000E+2	2.576444E+1	-1.935427E-1	4.500000E+2	2.576444E+1	-2.111375E-1	7.541400E-6	7.262876E-5	2.135164E-3	NaN	NaN
3.516100E+1	4.498900E+2	2.577074E+1	-7.366071E-1	4.498800E+2	2.577132E+1	-7.366071E-1	7.497800E-6	5.284647E-4	2.122820E-3	7.378651E-1	1.901563E+1
4.412100E+1	4.497800E+2	2.577705E+1	-8.795309E-1	4.497700E+2	2.577762E+1	-8.795309E-1	7.468600E-6	5.727780E-4	2.114553E-3	6.372163E-1	1.642590E+1
5.162500E+1	4.496700E+2	2.578335E+1	-1.077780E+0	4.496600E+2	2.578393E+1	-1.077780E+0	7.437800E-6	6.815882E-4	2.105832E-3	6.365595E-1	1.641281E+1
5.719200E+1	4.495700E+2	2.578909E+1	-1.047852E+0	4.495600E+2	2.578966E+1	-1.152637E+0	7.411600E-6	7.049679E-4	2.098414E-3	5.978391E-1	1.541829E+1
6.291800E+1	4.494700E+2	2.579483E+1	-1.144553E+0	4.494500E+2	2.579597E+1	-1.144553E+0	7.384400E-6	7.755713E-4	2.090713E-3	6.008606E-1	1.549936E+1
6.763600E+1	4.493800E+2	2.579999E+1	-1.414838E+0	4.493600E+2	2.580114E+1	-1.414838E+0	7.360600E-6	8.185404E-4	2.083975E-3	5.765675E-1	1.487691E+1
7.314900E+1	4.492500E+2	2.580746E+1	-1.311834E+0	4.492300E+2	2.580861E+1	-1.147855E+0	7.330600E-6	8.442282E-4	2.075481E-3	5.832908E-1	1.505273E+1
7.680800E+1	4.491700E+2	2.581205E+1	-1.452465E+0	4.491600E+2	2.581263E+1	-1.452465E+0	7.311000E-6	8.650739E-4	2.069932E-3	5.996238E-1	1.547870E+1
8.135200E+1	4.490600E+2	2.581838E+1	-1.253395E+0	4.490500E+2	2.581895E+1	-1.378734E+0	7.285000E-6	9.156942E-4	2.062571E-3	5.730125E-1	1.479458E+1
8.613900E+1	4.489600E+2	2.582413E+1	-2.421959E+0	4.489400E+2	2.582528E+1	-1.453175E+0	7.258200E-6	9.415199E-4	2.054983E-3	5.818524E-1	1.502611E+1
8.985500E+1	4.488100E+2	2.583276E+1	-7.194245E-1	4.488500E+2	2.583046E+1	-1.558753E+0	7.236400E-6	1.008884E-3	2.048811E-3	5.488275E-1	1.417722E+1
9.485900E+1	4.487500E+2	2.583621E+1	-1.431601E+0	4.487200E+2	2.583794E+1	-1.431601E+0	7.207800E-6	9.878733E-4	2.040713E-3	5.420055E-1	1.400356E+1
9.863100E+1	4.486600E+2	2.584139E+1	-1.673640E+0	4.486300E+2	2.584312E+1	-1.338912E+0	7.186800E-6	8.822212E-4	2.034768E-3	5.960864E-1	1.540450E+1
1.022160E+2	4.485600E+2	2.584716E+1	-1.503383E+0	4.485500E+2	2.584773E+1	-1.653721E+0	7.165800E-6	1.060042E-3	2.028822E-3	5.389181E-1	1.393042E+1
1.062070E+2	4.484600E+2	2.585292E+1	-1.428262E+0	4.484400E+2	2.585407E+1	-1.558104E+0	7.144200E-6	8.421718E-4	2.022707E-3	4.922324E-1	1.272636E+1
1.108280E+2	4.483500E+2	2.585926E+1	-1.592357E+0	4.483200E+2	2.586099E+1	-1.433121E+0	7.119200E-6	9.124835E-4	2.015629E-3	5.274409E-1	1.363959E+1
1.145960E+2	4.482500E+2	2.586503E+1	-1.407349E+0	4.482300E+2	2.586618E+1	-1.407349E+0	7.098600E-6	9.840954E-4	2.009796E-3	5.560350E-1	1.438251E+1
1.184330E+2	4.481600E+2	2.587022E+1	-1.379310E+0	4.481400E+2	2.587138E+1	-1.379310E+0	7.078200E-6	9.177690E-4	2.004020E-3	5.481364E-1	1.418142E+1
1.232180E+2	4.480500E+2	2.587658E+1	-1.556645E+0	4.480300E+2	2.587773E+1	-1.556645E+0	7.053800E-6	8.106824E-4	1.997112E-3	5.328499E-1	1.378860E+1
1.266870E+2	4.479600E+2	2.588178E+1	-1.250260E+0	4.479400E+2	2.588293E+1	-1.250260E+0	7.034800E-6	8.552686E-4	1.991733E-3	5.575856E-1	1.443210E+1
1.314860E+2	4.478600E+2	2.588755E+1	-1.442308E+0	4.478400E+2	2.588871E+1	-1.442308E+0	7.010800E-6	8.581964E-4	1.984938E-3	5.460592E-1	1.413663E+1
1.352300E+2	4.477700E+2	2.589276E+1	-1.420577E+0	4.477500E+2	2.589391E+1	-1.291433E+0	6.992800E-6	8.604055E-4	1.979841E-3	5.238253E-1	1.356404E+1
1.398760E+2	4.476600E+2	2.589912E+1	-1.178782E+0	4.476500E+2	2.589970E+1	-1.440733E+0	6.970600E-6	7.495682E-4	1.973556E-3	5.190425E-1	1.344325E+1
1.444570E+2	4.475700E+2	2.590433E+1	-1.390938E+0	4.475400E+2	2.590606E+1	-1.138040E+0	6.948800E-6	7.973691E-4	1.967384E-3	5.353713E-1	1.386896E+1
1.492020E+2	4.474600E+2	2.591070E+1	-1.237369E+0	4.474500E+2	2.591128E+1	-1.237369E+0	6.927400E-6	8.011339E-4	1.961325E-3	5.556640E-1	1.439819E+1
1.540510E+2	4.473600E+2	2.591649E+1	-1.142132E+0	4.473500E+2	2.591707E+1	-1.142132E+0	6.906400E-6	7.565360E-4	1.955379E-3	5.260596E-1	1.363374E+1
1.587790E+2	4.472700E+2	2.592170E+1	-1.207023E+0	4.472600E+2	2.592228E+1	-1.207023E+0	6.887400E-6	6.460666E-4	1.950000E-3	5.157946E-1	1.337093E+1
1.642470E+2	4.471600E+2	2.592808E+1	-1.029689E+0	4.471500E+2	2.592866E+1	-1.029689E+0	6.865200E-6	6.940004E-4	1.943715E-3	5.189102E-1	1.345446E+1
1.700740E+2	4.470600E+2	2.593388E+1	-9.819967E-1	4.470500E+2	2.593446E+1	-1.091107E+0	6.844000E-6	6.024409E-4	1.937712E-3	5.213244E-1	1.352027E+1
1.755730E+2	4.469700E+2	2.593910E+1	-1.055223E+0	4.469500E+2	2.594026E+1	-9.497010E-1	6.823800E-6	5.806622E-4	1.931993E-3	5.259325E-1	1.364263E+1
1.812590E+2	4.468700E+2	2.594491E+1	-9.528851E-1	4.468600E+2	2.594549E+1	-9.528851E-1	6.804400E-6	5.359645E-4	1.926501E-3	5.315053E-1	1.379017E+1
1.869260E+2	4.467800E+2	2.595013E+1	-8.789921E-1	4.467700E+2	2.595071E+1	-8.789921E-1	6.786000E-6	5.611386E-4	1.921291E-3	5.127037E-1	1.330521E+1
1.937520E+2	4.466800E+2	2.595594E+1	-8.493115E-1	4.466700E+2	2.595652E+1	-8.493115E-1	6.766000E-6	4.673777E-4	1.915629E-3	5.087486E-1	1.320551E+1
2.015230E+2	4.465700E+2	2.596234E+1	-8.334620E-1	4.465600E+2	2.596292E+1	-8.334620E-1	6.744000E-6	4.689024E-4	1.909400E-3	5.148609E-1	1.336694E+1
2.080020E+2	4.464800E+2	2.596757E+1	-7.677543E-1	4.464700E+2	2.596815E+1	-7.677543E-1	6.725600E-6	5.422440E-4	1.904190E-3	5.358232E-1	1.391451E+1
2.158170E+2	4.463800E+2	2.597339E+1	-8.322825E-1	4.463700E+2	2.597397E+1	-8.322825E-1	6.704200E-6	4.991856E-4	1.898131E-3	5.220422E-1	1.355971E+1
2.237470E+2	4.462700E+2	2.597979E+1	-7.711091E-1	4.462600E+2	2.598037E+1	-7.711091E-1	6.682800E-6	5.007841E-4	1.892072E-3	5.234605E-1	1.359949E+1
2.315280E+2	4.461700E+2	2.598561E+1	-8.004744E-1	4.461600E+2	2.598619E+1	-8.004744E-1	6.661400E-6	5.264863E-4	1.886014E-3	5.480050E-1	1.424038E+1
2.382740E+2	4.460800E+2	2.599085E+1	-7.882291E-1	4.460700E+2	2.599144E+1	-8.670520E-1	6.642400E-6	5.490360E-4	1.880634E-3	5.319827E-1	1.382737E+1
2.458860E+2	4.459800E+2	2.599668E+1	-8.983381E-1	4.459600E+2	2.599785E+1	-8.085043E-1	6.620200E-6	5.276049E-4	1.874349E-3	5.432652E-1	1.412334E+1
2.525650E+2	4.458800E+2	2.600251E+1	-8.398015E-1	4.458700E+2	2.600310E+1	-8.398015E-1	6.600400E-6	5.525296E-4	1.868743E-3	5.582937E-1	1.451775E+1
2.604240E+2	4.457700E+2	2.600893E+1	-9.257831E-1	4.457600E+2	2.600951E+1	-9.257831E-1	6.577200E-6	5.310542E-4	1.862174E-3	5.434741E-1	1.413532E+1
2.669050E+2	4.456700E+2	2.601476E+1	-9.226511E-1	4.456600E+2	2.601535E+1	-9.226511E-1	6.556600E-6	5.562207E-4	1.856342E-3	5.460890E-1	1.420669E+1
2.734080E+2	4.455700E+2	2.602060E+1	-9.052505E-1	4.455600E+2	2.602119E+1	-9.052505E-1	6.535400E-6	5.580250E-4	1.850340E-3	5.659649E-1	1.472706E+1
2.800360E+2	4.454700E+2	2.602644E+1	-9.353079E-1	4.454600E+2	2.602703E+1	-1.028839E+0	6.513400E-6	5.599098E-4	1.844111E-3	5.425041E-1	1.411999E+1
2.864510E+2	4.453700E+2	2.603229E+1	-1.092697E+0	4.453500E+2	2.603346E+1	-9.834274E-1	6.492000E-6	5.865506E-4	1.838052E-3	5.416574E-1	1.410081E+1
2.919420E+2	4.452700E+2	2.603813E+1	-9.505369E-1	4.452600E+2	2.603872E+1	-9.505369E-1	6.472200E-6	6.122064E-4	1.832446E-3	5.783095E-1	1.505845E+1
2.976230E+2	4.451800E+2	2.604340E+1	-1.027077E+0	4.451700E+2	2.604398E+1	-1.120448E+0	6.452600E-6	5.651856E-4	1.826897E-3	5.306399E-1	1.382056E+1
3.040490E+2	4.450700E+2	2.604983E+1	-1.068566E+0	4.450500E+2	2.605101E+1	-1.068566E+0	6.430000E-6	6.412295E-4	1.820498E-3	5.279677E-1	1.375370E+1
3.096640E+2	4.449700E+2	2.605569E+1	-1.039861E+0	4.449500E+2	2.605686E+1	-1.039861E+0	6.408800E-6	6.925584E-4	1.814496E-3	5.595249E-1	1.457946E+1
3.154340E+2	4.448700E+2	2.606155E+1	-1.126857E+0	4.448500E+2	2.606272E+1	-1.024415E+0	6.388000E-6	7.425511E-4	1.808607E-3	5.557684E-1	1.448484E+1
3.212910E+2	4.447600E+2	2.606799E+1	-1.045843E+0	4.447500E+2	2.606858E+1	-1.150427E+0	6.367200E-6	6.970832E-4	1.802718E-3	5.381881E-1	1.403000E+1
3.270280E+2	4.446600E+2	2.607385E+1	-1.126408E+0	4.446400E+2	2.607503E+1	-1.001252E+0	6.345800E-6	6.994340E-4	1.796659E-3	5.443471E-1	1.419329E+1
3.318220E+2	4.445700E+2	2.607913E+1	-1.068947E+0	4.445600E+2	2.607972E+1	-1.068947E+0	6.328600E-6	6.759552E-4	1.791789E-3	5.653512E-1	1.474460E+1
3.374350E+2	4.444700E+2	2.608500E+1	-1.056524E+0	4.444600E+2	2.608559E+1	-1.056524E+0	6.308000E-6	6.536312E-4	1.785957E-3	5.482982E-1	1.430269E+1
3.431140E+2	4.443700E+2	2.609087E+1	-1.056338E+0	4.443600E+2	2.609146E+1	-1.056338E+0	6.288000E-6	6.557102E-4	1.780294E-3	5.552836E-1	1.448815E+1
3.487940E+2	4.442700E+2	2.609674E+1	-1.057828E+0	4.442600E+2	2.609733E+1	-1.163611E+0	6.267000E-6	6.579074E-4	1.774349E-3	5.244115E-1	1.368596E+1
3.544660E+2	4.441700E+2	2.610262E+1	-1.048035E+0	4.441500E+2	2.610379E+1	-9.432314E-1	6.247400E-6	6.362521E-4	1.768800E-3	5.452015E-1	1.423139E+1
3.601910E+2	4.440700E+2	2.610850E+1	-1.084991E+0	4.440600E+2	2.610908E+1	-1.084991E+0	6.226800E-6	7.128008E-4	1.762967E-3	5.607982E-1	1.464237E+1
3.662740E+2	4.439600E+2	2.611497E+1	-1.070155E+0	4.439500E+2	2.611555E+1	-1.070155E+0	6.206200E-6	7.418945E-4	1.757135E-3	5.173799E-1	1.351130E+1
3.713200E+2	4.438700E+2	2.612026E+1	-1.009251E+0	4.438600E+2	2.612085E+1	-1.009251E+0	6.189000E-6	6.661990E-4	1.752265E-3	5.320029E-1	1.389655E+1
3.772650E+2	4.437700E+2	2.612615E+1	-1.020235E+0	4.437600E+2	2.612674E+1	-1.020235E+0	6.169400E-6	6.442963E-4	1.746716E-3	5.396071E-1	1.409817E+1
3.831460E+2	4.436700E+2	2.613204E+1	-1.442803E+0	4.436600E+2	2.613262E+1	-1.030574E+0	6.149800E-6	6.443010E-4	1.741166E-3	5.383133E-1	1.406754E+1
3.889680E+2	4.435300E+2	2.614028E+1	-5.911330E-1	4.435600E+2	2.613852E+1	-9.852217E-1	6.130400E-6	6.978093E-4	1.735674E-3	5.425687E-1	1.418193E+1
3.950580E+2	4.434700E+2	2.614382E+1	-1.009591E+0	4.434600E+2	2.614441E+1	-1.009591E+0	6.110600E-6	7.000704E-4	1.730068E-3	5.440450E-1	1.422374E+1
4.010010E+2	4.433700E+2	2.614972E+1	-1.007557E+0	4.433600E+2	2.615031E+1	-1.007557E+0	6.091200E-6	6.504995E-4	1.724575E-3	5.260216E-1	1.375563E+1
4.069560E+2	4.432700E+2	2.615562E+1	-9.206690E-1	4.432600E+2	2.615621E+1	-1.012736E+0	6.072800E-6	5.751630E-4	1.719366E-3	5.238333E-1	1.370166E+1
4.134730E+2	4.431700E+2	2.616152E+1	-1.048401E+0	4.431500E+2	2.616270E+1	-9.435611E-1	6.051800E-6	6.547346E-4	1.713420E-3	5.479347E-1	1.433506E+1
4.191960E+2	4.430700E+2	2.616742E+1	-1.049318E+0	4.430600E+2	2.616801E+1	-1.049318E+0	6.033600E-6	6.044346E-4	1.708267E-3	5.371085E-1	1.405527E+1
4.249140E+2	4.429700E+2	2.617333E+1	-9.657594E-1	4.429600E+2	2.617392E+1	-9.657594E-1	6.015400E-6	6.062633E-4	1.703114E-3	5.254908E-1	1.375432E+1
4.317480E+2	4.428600E+2	2.617983E+1	-9.412585E-1	4.428500E+2	2.618042E+1	-9.412585E-1	5.994400E-6	6.083872E-4	1.697169E-3	5.497040E-1	1.439109E+1
4.374850E+2	4.427700E+2	2.618515E+1	-1.004520E+0	4.427600E+2	2.618574E+1	-1.004520E+0	5.976400E-6	6.651030E-4	1.692072E-3	5.477124E-1	1.434246E+1
4.434580E+2	4.426700E+2	2.619107E+1	-9.252913E-1	4.426600E+2	2.619166E+1	-9.252913E-1	5.957600E-6	6.121452E-4	1.686750E-3	5.344207E-1	1.399718E+1
4.492940E+2	4.425800E+2	2.619639E+1	-9.898020E-1	4.425700E+2	2.619699E+1	-1.079784E+0	5.940600E-6	6.138970E-4	1.681937E-3	5.025384E-1	1.316554E+1
4.559620E+2	4.424700E+2	2.620291E+1	-1.046207E+0	4.424500E+2	2.620409E+1	-9.415867E-1	5.920400E-6	6.159916E-4	1.676217E-3	5.166042E-1	1.353656E+1
4.616970E+2	4.423700E+2	2.620883E+1	-9.100101E-1	4.423600E+2	2.620942E+1	-9.100101E-1	5.902400E-6	6.178701E-4	1.671121E-3	5.591536E-1	1.465511E+1
4.676310E+2	4.422800E+2	2.621416E+1	-9.977324E-1	4.422700E+2	2.621476E+1	-9.977324E-1	5.885200E-6	5.686536E-4	1.666251E-3	5.240062E-1	1.373707E+1
4.742460E+2	4.421700E+2	2.622068E+1	-9.213759E-1	4.421600E+2	2.622128E+1	-1.013514E+0	5.865800E-6	5.705343E-4	1.660759E-3	5.201138E-1	1.363803E+1
4.807580E+2	4.420700E+2	2.622662E+1	-9.427374E-1	4.420500E+2	2.622780E+1	-9.427374E-1	5.845400E-6	6.238951E-4	1.654983E-3	5.388665E-1	1.413291E+1
4.864860E+2	4.419800E+2	2.623196E+1	-9.713024E-1	4.419600E+2	2.623314E+1	-8.830022E-1	5.828400E-6	6.257149E-4	1.650170E-3	5.540181E-1	1.453382E+1
4.932810E+2	4.418700E+2	2.623849E+1	-9.868421E-1	4.418600E+2	2.623908E+1	-1.096491E+0	5.809000E-6	5.443756E-4	1.644677E-3	5.333072E-1	1.399352E+1
4.987530E+2	4.417800E+2	2.624383E+1	-9.656181E-1	4.417600E+2	2.624502E+1	-9.656181E-1	5.791600E-6	6.296907E-4	1.639751E-3	5.178970E-1	1.359238E+1
5.055880E+2	4.416700E+2	2.625037E+1	-1.048951E+0	4.416500E+2	2.625156E+1	-9.440559E-1	5.771600E-6	6.318727E-4	1.634088E-3	5.387841E-1	1.414354E+1
5.113080E+2	4.415700E+2	2.625631E+1	-9.345794E-1	4.415600E+2	2.625691E+1	-9.345794E-1	5.754600E-6	5.299396E-4	1.629275E-3	5.632476E-1	1.478932E+1
5.177280E+2	4.414700E+2	2.626226E+1	-1.053741E+0	4.414600E+2	2.626286E+1	-1.053741E+0	5.735000E-6	6.406686E-4	1.623726E-3	5.509516E-1	1.446959E+1
5.234220E+2	4.413700E+2	2.626821E+1	-1.055409E+0	4.413600E+2	2.626881E+1	-1.055409E+0	5.717000E-6	5.531359E-4	1.618630E-3	5.231067E-1	1.374140E+1
5.291070E+2	4.412700E+2	2.627416E+1	-9.337714E-1	4.412600E+2	2.627476E+1	-1.037524E+0	5.699400E-6	6.398773E-4	1.613647E-3	5.215659E-1	1.370402E+1
5.348900E+2	4.411800E+2	2.627952E+1	-1.069678E+0	4.411600E+2	2.628071E+1	-9.805378E-1	5.681600E-6	6.418820E-4	1.608607E-3	5.406101E-1	1.420779E+1
5.416210E+2	4.410600E+2	2.628667E+1	-9.492002E-1	4.410500E+2	2.628727E+1	-1.054667E+0	5.661000E-6	5.586076E-4	1.602775E-3	5.420367E-1	1.424849E+1
5.473100E+2	4.409700E+2	2.629204E+1	-1.050420E+0	4.409500E+2	2.629323E+1	-1.050420E+0	5.643200E-6	6.189484E-4	1.597735E-3	5.230200E-1	1.375189E+1
5.530220E+2	4.408700E+2	2.629800E+1	-1.048218E+0	4.408500E+2	2.629919E+1	-9.433962E-1	5.625800E-6	6.208628E-4	1.592809E-3	5.452450E-1	1.433929E+1
5.587460E+2	4.407700E+2	2.630397E+1	-1.030928E+0	4.407600E+2	2.630456E+1	-1.030928E+0	5.608400E-6	6.502597E-4	1.587882E-3	5.531246E-1	1.454992E+1
5.645660E+2	4.406700E+2	2.630994E+1	-1.011634E+0	4.406600E+2	2.631053E+1	-1.011634E+0	5.590600E-6	6.523301E-4	1.582843E-3	5.212360E-1	1.371400E+1
5.704970E+2	4.405700E+2	2.631591E+1	-9.523810E-1	4.405600E+2	2.631651E+1	-9.523810E-1	5.573600E-6	6.543197E-4	1.578029E-3	5.296310E-1	1.393821E+1
5.774270E+2	4.404600E+2	2.632248E+1	-9.406027E-1	4.404500E+2	2.632308E+1	-1.045114E+0	5.553600E-6	6.566761E-4	1.572367E-3	5.338149E-1	1.405148E+1
5.831680E+2	4.403700E+2	2.632786E+1	-1.011293E+0	4.403500E+2	2.632906E+1	-1.011293E+0	5.536400E-6	6.587162E-4	1.567497E-3	5.256565E-1	1.384004E+1
5.891010E+2	4.402700E+2	2.633384E+1	-1.056896E+0	4.402500E+2	2.633504E+1	-9.512066E-1	5.518800E-6	6.329002E-4	1.562514E-3	5.575354E-1	1.468250E+1
5.947780E+2	4.401700E+2	2.633982E+1	-1.004352E+0	4.401600E+2	2.634042E+1	-1.104787E+0	5.501400E-6	6.629070E-4	1.557588E-3	5.236266E-1	1.379297E+1
6.007520E+2	4.400700E+2	2.634581E+1	-1.047669E+0	4.400500E+2	2.634701E+1	-9.429020E-1	5.484200E-6	6.368932E-4	1.552718E-3	5.250342E-1	1.383266E+1
6.064790E+2	4.399700E+2	2.635180E+1	-9.847366E-1	4.399600E+2	2.635240E+1	-9.847366E-1	5.466800E-6	6.389204E-4	1.547792E-3	5.490017E-1	1.446774E+1
6.125720E+2	4.398700E+2	2.635779E+1	-1.002278E+0	4.398600E+2	2.635839E+1	-1.002278E+0	5.450000E-6	5.802344E-4	1.543035E-3	5.222129E-1	1.376486E+1
6.191570E+2	4.397600E+2	2.636438E+1	-1.385928E+0	4.397500E+2	2.636498E+1	-9.594883E-1	5.431000E-6	5.822643E-4	1.537656E-3	5.429835E-1	1.431536E+1
6.247850E+2	4.396300E+2	2.637218E+1	-6.231608E-1	4.396600E+2	2.637038E+1	-1.038601E+0	5.414600E-6	6.735339E-4	1.533012E-3	5.442938E-1	1.435344E+1
6.305620E+2	4.395700E+2	2.637578E+1	-9.251328E-1	4.395600E+2	2.637638E+1	-1.027925E+0	5.397400E-6	6.756802E-4	1.528143E-3	5.217733E-1	1.376249E+1
6.363990E+2	4.394800E+2	2.638118E+1	-1.011122E+0	4.394600E+2	2.638238E+1	-9.100101E-1	5.380800E-6	6.219596E-4	1.523443E-3	5.436457E-1	1.434245E+1
6.423330E+2	4.393800E+2	2.638718E+1	-1.002674E+0	4.393700E+2	2.638778E+1	-1.102941E+0	5.364000E-6	5.895372E-4	1.518686E-3	5.165504E-1	1.363103E+1
6.483170E+2	4.392800E+2	2.639319E+1	-9.518316E-1	4.392600E+2	2.639439E+1	-9.518316E-1	5.347400E-6	6.819981E-4	1.513986E-3	5.094075E-1	1.344546E+1
6.552510E+2	4.391700E+2	2.639980E+1	-1.067616E+0	4.391500E+2	2.640100E+1	-9.608541E-1	5.328000E-6	5.935206E-4	1.508494E-3	5.463061E-1	1.442265E+1
6.608710E+2	4.390700E+2	2.640581E+1	-9.789380E-1	4.390600E+2	2.640641E+1	-9.789380E-1	5.312400E-6	5.740513E-4	1.504077E-3	5.319039E-1	1.404606E+1
6.676130E+2	4.389600E+2	2.641243E+1	-9.780837E-1	4.389500E+2	2.641303E+1	-9.780837E-1	5.294000E-6	5.973324E-4	1.498867E-3	5.423071E-1	1.432357E+1
6.731340E+2	4.388700E+2	2.641785E+1	-1.053741E+0	4.388600E+2	2.641845E+1	-1.053741E+0	5.277800E-6	6.618003E-4	1.494281E-3	5.328577E-1	1.407749E+1
6.788280E+2	4.387700E+2	2.642387E+1	-9.417510E-1	4.387600E+2	2.642447E+1	-1.046390E+0	5.261800E-6	6.360257E-4	1.489751E-3	5.207318E-1	1.376004E+1
6.845620E+2	4.386800E+2	2.642929E+1	-1.035971E+0	4.386600E+2	2.643049E+1	-9.496403E-1	5.244800E-6	6.380873E-4	1.484938E-3	5.272950E-1	1.393686E+1
6.915120E+2	4.385600E+2	2.643652E+1	-9.763153E-1	4.385500E+2	2.643712E+1	-9.763153E-1	5.226800E-6	6.402847E-4	1.479841E-3	5.325601E-1	1.407897E+1
6.970430E+2	4.384700E+2	2.644195E+1	-1.018849E+0	4.384600E+2	2.644255E+1	-1.018849E+0	5.211200E-6	6.422014E-4	1.475425E-3	5.459326E-1	1.443604E+1
7.029320E+2	4.383700E+2	2.644798E+1	-9.262436E-1	4.383600E+2	2.644858E+1	-1.029160E+0	5.194200E-6	6.724519E-4	1.470612E-3	5.264444E-1	1.392372E+1
7.087620E+2	4.382800E+2	2.645341E+1	-1.010271E+0	4.382600E+2	2.645462E+1	-9.092440E-1	5.178200E-6	6.462941E-4	1.466082E-3	5.383317E-1	1.424115E+1
7.147010E+2	4.381800E+2	2.645945E+1	-1.053093E+0	4.381700E+2	2.646005E+1	-1.053093E+0	5.162200E-6	6.766204E-4	1.461552E-3	5.205936E-1	1.377552E+1
7.215380E+2	4.380600E+2	2.646669E+1	-9.475347E-1	4.380500E+2	2.646730E+1	-1.052816E+0	5.144000E-6	6.147507E-4	1.456399E-3	4.996646E-1	1.322440E+1
7.272370E+2	4.379700E+2	2.647213E+1	-9.576166E-1	4.379500E+2	2.647334E+1	-9.576166E-1	5.128000E-6	6.166688E-4	1.451869E-3	5.428328E-1	1.437037E+1
7.328760E+2	4.378800E+2	2.647757E+1	-1.044386E+0	4.378600E+2	2.647878E+1	-1.044386E+0	5.112000E-6	6.185989E-4	1.447339E-3	5.443047E-1	1.441274E+1
7.386210E+2	4.377800E+2	2.648362E+1	-1.028807E+0	4.377600E+2	2.648483E+1	-1.028807E+0	5.096000E-6	6.205411E-4	1.442809E-3	5.189564E-1	1.374447E+1
7.444530E+2	4.376800E+2	2.648967E+1	-9.628009E-1	4.376600E+2	2.649088E+1	-9.628009E-1	5.080000E-6	6.224956E-4	1.438279E-3	5.267456E-1	1.395414E+1
7.513080E+2	4.375700E+2	2.649633E+1	-1.031282E+0	4.375500E+2	2.649754E+1	-1.031282E+0	5.062000E-6	6.247091E-4	1.433182E-3	5.312091E-1	1.407555E+1
7.571260E+2	4.374700E+2	2.650239E+1	-1.050972E+0	4.374500E+2	2.650360E+1	-9.458749E-1	5.045800E-6	5.675144E-4	1.428596E-3	5.471246E-1	1.450056E+1
7.628350E+2	4.373700E+2	2.650845E+1	-9.279945E-1	4.373600E+2	2.650905E+1	-1.031105E+0	5.030200E-6	7.358258E-4	1.424179E-3	5.416169E-1	1.435797E+1
7.686540E+2	4.372800E+2	2.651390E+1	-1.039501E+0	4.372600E+2	2.651512E+1	-1.039501E+0	5.014400E-6	5.745397E-4	1.419706E-3	5.196199E-1	1.377779E+1
7.744260E+2	4.371800E+2	2.651997E+1	-1.038511E+0	4.371600E+2	2.652118E+1	-9.519688E-1	4.998600E-6	7.295876E-4	1.415232E-3	5.342245E-1	1.416844E+1
7.813590E+2	4.370600E+2	2.652725E+1	-9.527170E-1	4.370500E+2	2.652786E+1	-1.058574E+0	4.980400E-6	6.123183E-4	1.410079E-3	5.263226E-1	1.396205E+1
7.870270E+2	4.369700E+2	2.653271E+1	-1.059696E+0	4.369500E+2	2.653393E+1	-9.537266E-1	4.965200E-6	6.108818E-4	1.405776E-3	5.336082E-1	1.415850E+1
7.926890E+2	4.368700E+2	2.653879E+1	-1.010611E+0	4.368600E+2	2.653939E+1	-9.095503E-1	4.949800E-6	6.761162E-4	1.401416E-3	5.579207E-1	1.480689E+1
7.986260E+2	4.367700E+2	2.654486E+1	-9.256085E-1	4.367700E+2	2.654486E+1	-1.131299E+0	4.935000E-6	6.407857E-4	1.397225E-3	5.090338E-1	1.351263E+1
8.044600E+2	4.366800E+2	2.655033E+1	-9.744574E-1	4.366600E+2	2.655155E+1	-8.858704E-1	4.919200E-6	5.821199E-4	1.392752E-3	5.246862E-1	1.393100E+1
8.112330E+2	4.365700E+2	2.655702E+1	-1.031637E+0	4.365600E+2	2.655763E+1	-1.031637E+0	4.902000E-6	6.450995E-4	1.387882E-3	5.498627E-1	1.460308E+1
8.170490E+2	4.364700E+2	2.656311E+1	-1.031282E+0	4.364600E+2	2.656372E+1	-1.031282E+0	4.886400E-6	6.240975E-4	1.383465E-3	5.178102E-1	1.375497E+1
8.228670E+2	4.363700E+2	2.656920E+1	-9.334486E-1	4.363600E+2	2.656980E+1	-9.334486E-1	4.871200E-6	5.878560E-4	1.379162E-3	5.354480E-1	1.422653E+1
8.286520E+2	4.362800E+2	2.657468E+1	-9.676001E-1	4.362700E+2	2.657529E+1	-1.055564E+0	4.856200E-6	5.896718E-4	1.374915E-3	5.166310E-1	1.373021E+1
