10/22/2018												
4:51 PM												
aGe-noise_2018.10.22_COND_450to300.txt												
												
Data taken by: Brenda												
Ammeter is Keithley 485 at GPIB11::22::INSTR												
Temperature Controller is Lake Shore 331 at GPIB11::12::INSTR with the settings: control sensor=B;sample sensor=B;loop=1												
Readings: 5												
Voltage (V): 88.3												
Geo Factor: 25000												
Ea Window (pts): 3												
Shut off V when done?: TRUE												
Mconnect?: FALSE												
Use Abs(Cond)?: FALSE												
Rate (K/min): 1												
Heater: High												
description for header												
********************
Time (s)	Temperature Control (K)	1/kT Control (1/eV)	Rate Control (K/min)	Temperature Sample (K)	1/kT Sample (1/eV)	Rate Sample (K/min)	Current (A)	Current Std Dev/Mean	Conductivity (Ohm-cm)^-1	Ea (eV)	Reduced Ea
4.278015E+3	3.792400E+2	3.057167E+1	-6.046646E-1	3.792600E+2	3.057006E+1	-8.638065E-1	6.451800E-7	6.879426E-4	1.826670E-4	4.925403E-1	1.505675E+1
4.284961E+3	3.791700E+2	3.057731E+1	-8.908686E-1	3.791600E+2	3.057812E+1	-8.908686E-1	6.426200E-7	6.906832E-4	1.819422E-4	4.823455E-1	1.474924E+1
4.291696E+3	3.790700E+2	3.058538E+1	-9.348707E-1	3.790600E+2	3.058619E+1	-9.348707E-1	6.401800E-7	6.189388E-4	1.812514E-4	4.743028E-1	1.450711E+1
4.298114E+3	3.789700E+2	3.059345E+1	-8.042895E-1	3.789600E+2	3.059426E+1	-8.936550E-1	6.377200E-7	6.959901E-4	1.805549E-4	4.700164E-1	1.437981E+1
4.304828E+3	3.788800E+2	3.060072E+1	-9.071666E-1	3.788600E+2	3.060233E+1	-8.164500E-1	6.353400E-7	6.733166E-4	1.798811E-4	4.917657E-1	1.504891E+1
4.311442E+3	3.787800E+2	3.060880E+1	-9.108851E-1	3.787700E+2	3.060960E+1	-9.108851E-1	6.329200E-7	6.260384E-4	1.791959E-4	4.891776E-1	1.497381E+1
4.318029E+3	3.786800E+2	3.061688E+1	-8.771930E-1	3.786700E+2	3.061769E+1	-8.771930E-1	6.305800E-7	6.283616E-4	1.785334E-4	4.786509E-1	1.465538E+1
4.325553E+3	3.785700E+2	3.062578E+1	-8.886256E-1	3.785600E+2	3.062658E+1	-8.886256E-1	6.278000E-7	6.567546E-4	1.777463E-4	4.857042E-1	1.487525E+1
4.332305E+3	3.784700E+2	3.063387E+1	-9.066183E-1	3.784600E+2	3.063468E+1	-8.159565E-1	6.254000E-7	6.592750E-4	1.770668E-4	4.903883E-1	1.502263E+1
4.338923E+3	3.783700E+2	3.064196E+1	-8.928571E-1	3.783700E+2	3.064196E+1	-9.821429E-1	6.230800E-7	7.123432E-4	1.764100E-4	4.643911E-1	1.423035E+1
4.345643E+3	3.782700E+2	3.065006E+1	-8.169440E-1	3.782600E+2	3.065088E+1	-8.169440E-1	6.207000E-7	6.642671E-4	1.757361E-4	4.677847E-1	1.433751E+1
4.352253E+3	3.781800E+2	3.065736E+1	-8.667104E-1	3.781700E+2	3.065817E+1	-8.667104E-1	6.183600E-7	6.428167E-4	1.750736E-4	4.982365E-1	1.527551E+1
4.359868E+3	3.780700E+2	3.066628E+1	-8.898117E-1	3.780600E+2	3.066709E+1	-8.898117E-1	6.157000E-7	6.696615E-4	1.743205E-4	4.786110E-1	1.467739E+1
4.366611E+3	3.779700E+2	3.067439E+1	-8.945877E-1	3.779600E+2	3.067520E+1	-8.945877E-1	6.133400E-7	6.974680E-4	1.736523E-4	4.700679E-1	1.441944E+1
4.373318E+3	3.778700E+2	3.068251E+1	-8.183058E-1	3.778600E+2	3.068332E+1	-8.183058E-1	6.110200E-7	6.484767E-4	1.729955E-4	4.875636E-1	1.495981E+1
4.379917E+3	3.777800E+2	3.068982E+1	-8.782201E-1	3.777700E+2	3.069063E+1	-8.782201E-1	6.087400E-7	7.027384E-4	1.723499E-4	4.913596E-1	1.508039E+1
4.386749E+3	3.776800E+2	3.069795E+1	-8.925915E-1	3.776700E+2	3.069876E+1	-8.925915E-1	6.064000E-7	6.596306E-4	1.716874E-4	4.726974E-1	1.451123E+1
4.393471E+3	3.775800E+2	3.070608E+1	-8.386277E-1	3.775700E+2	3.070689E+1	-8.386277E-1	6.040800E-7	7.347484E-4	1.710306E-4	4.810219E-1	1.477090E+1
4.401341E+3	3.774700E+2	3.071502E+1	-8.967269E-1	3.774600E+2	3.071584E+1	-8.967269E-1	6.014400E-7	7.112679E-4	1.702831E-4	4.768291E-1	1.464600E+1
4.408032E+3	3.773700E+2	3.072316E+1	-8.153405E-1	3.773600E+2	3.072398E+1	-8.153405E-1	5.991800E-7	6.612909E-4	1.696433E-4	4.850749E-1	1.490317E+1
4.414655E+3	3.772800E+2	3.073049E+1	-9.205278E-1	3.772700E+2	3.073131E+1	-9.205278E-1	5.969400E-7	6.109352E-4	1.690091E-4	4.778410E-1	1.468494E+1
4.421173E+3	3.771800E+2	3.073864E+1	-1.081220E+0	3.771700E+2	3.073945E+1	-8.495302E-1	5.947600E-7	6.993286E-4	1.683918E-4	4.700485E-1	1.444923E+1
4.428942E+3	3.770400E+2	3.075005E+1	-6.047516E-1	3.770600E+2	3.074842E+1	-8.639309E-1	5.921600E-7	7.224145E-4	1.676557E-4	4.831815E-1	1.485685E+1
4.435887E+3	3.769700E+2	3.075576E+1	-8.783487E-1	3.769600E+2	3.075658E+1	-8.783487E-1	5.898600E-7	7.252314E-4	1.670045E-4	4.695575E-1	1.444199E+1
4.442718E+3	3.768700E+2	3.076392E+1	-8.072956E-1	3.768600E+2	3.076474E+1	-8.072956E-1	5.876400E-7	7.279712E-4	1.663760E-4	4.845218E-1	1.490592E+1
4.449407E+3	3.767800E+2	3.077127E+1	-9.025271E-1	3.767700E+2	3.077209E+1	-9.025271E-1	5.854400E-7	6.229360E-4	1.657531E-4	4.793854E-1	1.475196E+1
4.456055E+3	3.766800E+2	3.077944E+1	-8.532644E-1	3.766700E+2	3.078026E+1	-8.532644E-1	5.832800E-7	6.573272E-4	1.651416E-4	4.720014E-1	1.452852E+1
4.463790E+3	3.765700E+2	3.078843E+1	-7.929515E-1	3.765600E+2	3.078925E+1	-7.929515E-1	5.807200E-7	6.823121E-4	1.644168E-4	4.925315E-1	1.516420E+1
4.470600E+3	3.764800E+2	3.079579E+1	-9.040229E-1	3.764700E+2	3.079661E+1	-9.040229E-1	5.786000E-7	7.126004E-4	1.638165E-4	4.755823E-1	1.464657E+1
4.477237E+3	3.763800E+2	3.080397E+1	-8.533747E-1	3.763700E+2	3.080479E+1	-8.533747E-1	5.764400E-7	6.895638E-4	1.632050E-4	4.624370E-1	1.424549E+1
4.484971E+3	3.762700E+2	3.081298E+1	-8.455998E-1	3.762600E+2	3.081380E+1	-8.455997E-1	5.740200E-7	6.084892E-4	1.625198E-4	4.719285E-1	1.454145E+1
4.491357E+3	3.761800E+2	3.082035E+1	-8.111397E-1	3.761700E+2	3.082117E+1	-8.111397E-1	5.720000E-7	5.528457E-4	1.619479E-4	4.968327E-1	1.531318E+1
4.498754E+3	3.760800E+2	3.082855E+1	-8.761682E-1	3.760700E+2	3.082937E+1	-8.761682E-1	5.696000E-7	7.238598E-4	1.612684E-4	4.752794E-1	1.465261E+1
4.505602E+3	3.759800E+2	3.083675E+1	-7.979785E-1	3.759700E+2	3.083757E+1	-8.777763E-1	5.675600E-7	6.425605E-4	1.606908E-4	4.545657E-1	1.401789E+1
4.513121E+3	3.758800E+2	3.084495E+1	-9.055237E-1	3.758600E+2	3.084659E+1	-8.149713E-1	5.651600E-7	6.452892E-4	1.600113E-4	4.781794E-1	1.474974E+1
4.519747E+3	3.757800E+2	3.085316E+1	-7.907222E-1	3.757700E+2	3.085398E+1	-7.907222E-1	5.631200E-7	6.202674E-4	1.594337E-4	5.011753E-1	1.546348E+1
4.527335E+3	3.756800E+2	3.086137E+1	-9.107468E-1	3.756700E+2	3.086219E+1	-9.107468E-1	5.607600E-7	6.503525E-4	1.587656E-4	4.752416E-1	1.466705E+1
4.533923E+3	3.755800E+2	3.086959E+1	-7.843137E-1	3.755700E+2	3.087041E+1	-7.843137E-1	5.587400E-7	6.527037E-4	1.581937E-4	4.791889E-1	1.479270E+1
4.541573E+3	3.754800E+2	3.087781E+1	-8.843036E-1	3.754700E+2	3.087863E+1	-8.843036E-1	5.563600E-7	6.554958E-4	1.575198E-4	4.740844E-1	1.463914E+1
4.548358E+3	3.753800E+2	3.088604E+1	-8.148852E-1	3.753700E+2	3.088686E+1	-8.148852E-1	5.544000E-7	5.703964E-4	1.569649E-4	4.692701E-1	1.449422E+1
4.555721E+3	3.752800E+2	3.089427E+1	-8.635353E-1	3.752700E+2	3.089509E+1	-8.635353E-1	5.520800E-7	6.061875E-4	1.563080E-4	4.857632E-1	1.500796E+1
4.563364E+3	3.751700E+2	3.090332E+1	-8.091100E-1	3.751600E+2	3.090415E+1	-8.091100E-1	5.497600E-7	6.633652E-4	1.556512E-4	4.678694E-1	1.445865E+1
4.570038E+3	3.750800E+2	3.091074E+1	-8.011751E-1	3.750700E+2	3.091156E+1	-8.011751E-1	5.478400E-7	6.136002E-4	1.551076E-4	4.924208E-1	1.522171E+1
4.577527E+3	3.749800E+2	3.091898E+1	-9.096422E-1	3.749700E+2	3.091981E+1	-9.096422E-1	5.455400E-7	6.684966E-4	1.544564E-4	4.644196E-1	1.435983E+1
4.584123E+3	3.748800E+2	3.092723E+1	-7.729967E-1	3.748700E+2	3.092806E+1	-7.729967E-1	5.436600E-7	6.708083E-4	1.539241E-4	4.683840E-1	1.448614E+1
4.591885E+3	3.747800E+2	3.093548E+1	-8.759124E-1	3.747700E+2	3.093631E+1	-8.759124E-1	5.413400E-7	6.736832E-4	1.532673E-4	4.832269E-1	1.494931E+1
4.598735E+3	3.746800E+2	3.094374E+1	-8.497489E-1	3.746700E+2	3.094456E+1	-8.497489E-1	5.393400E-7	6.761814E-4	1.527010E-4	4.556089E-1	1.409883E+1
4.606502E+3	3.745700E+2	3.095283E+1	-8.010681E-1	3.745600E+2	3.095365E+1	-8.010681E-1	5.370800E-7	6.231176E-4	1.520612E-4	4.704485E-1	1.456163E+1
4.613243E+3	3.744800E+2	3.096026E+1	-8.358663E-1	3.744700E+2	3.096109E+1	-8.358663E-1	5.351600E-7	6.814628E-4	1.515176E-4	4.722094E-1	1.462058E+1
4.621139E+3	3.743700E+2	3.096936E+1	-8.139885E-1	3.743600E+2	3.097019E+1	-8.139885E-1	5.329000E-7	5.934092E-4	1.508777E-4	4.736311E-1	1.466797E+1
4.627773E+3	3.742800E+2	3.097681E+1	-7.657945E-1	3.742700E+2	3.097764E+1	-8.423740E-1	5.309800E-7	6.302761E-4	1.503341E-4	4.730665E-1	1.465495E+1
4.635608E+3	3.741800E+2	3.098509E+1	-8.584807E-1	3.741600E+2	3.098674E+1	-7.804370E-1	5.287400E-7	6.897372E-4	1.496999E-4	4.782334E-1	1.481864E+1
4.643296E+3	3.740700E+2	3.099420E+1	-7.919050E-1	3.740600E+2	3.099503E+1	-7.919050E-1	5.265800E-7	6.355426E-4	1.490883E-4	4.944623E-1	1.532563E+1
4.650115E+3	3.739800E+2	3.100166E+1	-8.382017E-1	3.739700E+2	3.100249E+1	-8.382017E-1	5.246400E-7	6.951274E-4	1.485391E-4	4.778468E-1	1.481492E+1
4.657989E+3	3.738700E+2	3.101078E+1	-7.872868E-1	3.738600E+2	3.101161E+1	-7.872868E-1	5.224200E-7	6.406034E-4	1.479105E-4	4.726426E-1	1.465694E+1
4.664848E+3	3.737800E+2	3.101825E+1	-8.648932E-1	3.737700E+2	3.101908E+1	-7.862665E-1	5.205400E-7	5.190478E-4	1.473783E-4	4.825399E-1	1.496818E+1
4.672479E+3	3.736700E+2	3.102738E+1	-8.016032E-1	3.736700E+2	3.102738E+1	-8.817635E-1	5.184600E-7	5.211301E-4	1.467894E-4	4.598059E-1	1.426682E+1
4.679964E+3	3.735700E+2	3.103568E+1	-8.061266E-1	3.735600E+2	3.103651E+1	-8.061266E-1	5.163800E-7	5.873872E-4	1.462005E-4	4.613897E-1	1.431967E+1
4.687407E+3	3.734700E+2	3.104399E+1	-7.940009E-1	3.734600E+2	3.104482E+1	-7.940009E-1	5.143000E-7	6.148702E-4	1.456116E-4	4.801172E-1	1.490493E+1
4.694208E+3	3.733800E+2	3.105148E+1	-7.910349E-1	3.733700E+2	3.105231E+1	-7.910349E-1	5.124800E-7	5.587660E-4	1.450963E-4	4.818370E-1	1.496237E+1
4.701793E+3	3.732800E+2	3.105979E+1	-8.650066E-1	3.732700E+2	3.106063E+1	-8.650066E-1	5.104000E-7	6.195685E-4	1.445074E-4	4.614965E-1	1.433463E+1
4.709423E+3	3.731700E+2	3.106895E+1	-7.907454E-1	3.731600E+2	3.106978E+1	-7.907454E-1	5.083600E-7	7.173886E-4	1.439298E-4	4.598003E-1	1.428541E+1
4.716252E+3	3.730800E+2	3.107644E+1	-7.713074E-1	3.730700E+2	3.107728E+1	-7.713074E-1	5.065000E-7	6.243391E-4	1.434032E-4	4.941706E-1	1.535771E+1
4.724031E+3	3.729800E+2	3.108478E+1	-8.375635E-1	3.729700E+2	3.108561E+1	-8.375635E-1	5.044000E-7	6.269385E-4	1.428086E-4	4.707633E-1	1.463423E+1
4.731911E+3	3.728700E+2	3.109395E+1	-1.030383E+0	3.728600E+2	3.109478E+1	-7.926024E-1	5.023400E-7	5.378531E-4	1.422254E-4	4.657208E-1	1.448123E+1
4.739481E+3	3.727400E+2	3.110479E+1	-5.266238E-1	3.727600E+2	3.110312E+1	-7.899356E-1	5.003000E-7	6.320763E-4	1.416478E-4	4.816260E-1	1.497985E+1
4.746317E+3	3.726800E+2	3.110980E+1	-7.632617E-1	3.726700E+2	3.111063E+1	-7.632617E-1	4.985200E-7	6.713151E-4	1.411438E-4	4.833671E-1	1.503808E+1
4.754178E+3	3.725800E+2	3.111815E+1	-7.852375E-1	3.725700E+2	3.111898E+1	-7.852375E-1	4.964800E-7	5.767733E-4	1.405663E-4	4.870983E-1	1.515801E+1
4.761819E+3	3.724800E+2	3.112650E+1	-8.013058E-1	3.724700E+2	3.112734E+1	-8.013058E-1	4.944800E-7	5.791062E-4	1.400000E-4	4.713396E-1	1.467134E+1
4.768558E+3	3.723900E+2	3.113403E+1	-8.679642E-1	3.723800E+2	3.113486E+1	-8.679642E-1	4.927800E-7	5.811040E-4	1.395187E-4	4.463578E-1	1.389774E+1
4.776162E+3	3.722800E+2	3.114323E+1	-7.830854E-1	3.722700E+2	3.114406E+1	-7.047768E-1	4.908000E-7	6.443109E-4	1.389581E-4	4.782643E-1	1.489456E+1
4.783824E+3	3.721800E+2	3.115159E+1	-8.041817E-1	3.721800E+2	3.115159E+1	-8.845999E-1	4.888400E-7	5.527067E-4	1.384032E-4	4.723839E-1	1.471605E+1
4.791285E+3	3.720800E+2	3.115997E+1	-7.904097E-1	3.720700E+2	3.116080E+1	-7.904097E-1	4.869200E-7	5.880975E-4	1.378596E-4	4.480706E-1	1.396199E+1
4.798876E+3	3.719800E+2	3.116834E+1	-7.814535E-1	3.719700E+2	3.116918E+1	-7.814535E-1	4.850000E-7	6.520160E-4	1.373160E-4	4.798497E-1	1.495651E+1
4.806554E+3	3.718800E+2	3.117672E+1	-7.469190E-1	3.718700E+2	3.117756E+1	-7.469190E-1	4.830200E-7	7.231274E-4	1.367554E-4	4.914153E-1	1.532113E+1
4.814587E+3	3.717800E+2	3.118511E+1	-7.857517E-1	3.717700E+2	3.118595E+1	-7.857517E-1	4.810200E-7	5.953108E-4	1.361891E-4	4.807298E-1	1.499203E+1
4.822223E+3	3.716800E+2	3.119350E+1	-7.793220E-1	3.716700E+2	3.119434E+1	-7.793220E-1	4.791400E-7	5.638960E-4	1.356569E-4	4.699944E-1	1.466116E+1
4.829922E+3	3.715800E+2	3.120189E+1	-7.777058E-1	3.715700E+2	3.120273E+1	-8.554763E-1	4.772400E-7	5.661410E-4	1.351189E-4	4.463339E-1	1.392710E+1
4.837637E+3	3.714800E+2	3.121029E+1	-7.878151E-1	3.714600E+2	3.121197E+1	-7.090336E-1	4.753800E-7	6.023737E-4	1.345923E-4	4.641118E-1	1.448533E+1
4.845253E+3	3.713800E+2	3.121870E+1	-7.922884E-1	3.713700E+2	3.121954E+1	-7.922884E-1	4.735200E-7	5.041957E-4	1.340657E-4	4.994941E-1	1.559425E+1
4.852826E+3	3.712800E+2	3.122711E+1	-7.714065E-1	3.712700E+2	3.122795E+1	-7.714065E-1	4.716000E-7	6.705423E-4	1.335221E-4	4.789716E-1	1.495731E+1
4.860604E+3	3.711800E+2	3.123552E+1	-7.747934E-1	3.711700E+2	3.123636E+1	-8.522727E-1	4.697200E-7	6.096322E-4	1.329898E-4	4.476888E-1	1.398443E+1
4.868348E+3	3.710800E+2	3.124394E+1	-7.726980E-1	3.710600E+2	3.124562E+1	-6.954282E-1	4.678800E-7	6.120296E-4	1.324689E-4	4.679323E-1	1.462031E+1
4.876113E+3	3.709800E+2	3.125236E+1	-7.853403E-1	3.709700E+2	3.125320E+1	-8.638743E-1	4.660200E-7	6.144724E-4	1.319422E-4	4.669126E-1	1.459305E+1
4.883753E+3	3.708800E+2	3.126079E+1	-8.490930E-1	3.708600E+2	3.126247E+1	-7.719027E-1	4.642000E-7	5.492266E-4	1.314270E-4	4.474355E-1	1.398768E+1
4.891526E+3	3.707700E+2	3.127006E+1	-7.040417E-1	3.707600E+2	3.127090E+1	-7.040417E-1	4.623400E-7	5.843862E-4	1.309003E-4	4.909869E-1	1.535334E+1
4.899196E+3	3.706800E+2	3.127765E+1	-7.933360E-1	3.706700E+2	3.127850E+1	-7.933360E-1	4.605600E-7	5.866448E-4	1.303964E-4	4.872018E-1	1.523921E+1
4.906759E+3	3.705800E+2	3.128609E+1	-7.618080E-1	3.705700E+2	3.128694E+1	-7.618080E-1	4.587400E-7	6.647753E-4	1.298811E-4	4.699096E-1	1.470203E+1
4.914635E+3	3.704800E+2	3.129454E+1	-7.684426E-1	3.704700E+2	3.129538E+1	-7.684426E-1	4.569200E-7	6.267102E-4	1.293658E-4	4.663242E-1	1.459380E+1
4.922443E+3	3.703800E+2	3.130299E+1	-7.926024E-1	3.703700E+2	3.130383E+1	-7.926024E-1	4.551400E-7	5.936308E-4	1.288618E-4	4.601072E-1	1.440312E+1
4.930013E+3	3.702800E+2	3.131144E+1	-7.716049E-1	3.702700E+2	3.131229E+1	-7.716049E-1	4.533800E-7	6.316036E-4	1.283635E-4	4.616647E-1	1.445578E+1
4.937789E+3	3.701800E+2	3.131990E+1	-7.721014E-1	3.701700E+2	3.132074E+1	-7.721014E-1	4.516000E-7	5.645504E-4	1.278596E-4	4.605857E-1	1.442589E+1
4.945560E+3	3.700800E+2	3.132836E+1	-7.764706E-1	3.700700E+2	3.132921E+1	-7.764706E-1	4.498600E-7	6.005982E-4	1.273669E-4	4.653896E-1	1.458050E+1
4.954060E+3	3.699700E+2	3.133768E+1	-7.621951E-1	3.699600E+2	3.133852E+1	-7.621951E-1	4.478800E-7	6.393597E-4	1.268063E-4	4.669168E-1	1.463227E+1
4.961932E+3	3.698700E+2	3.134615E+1	-7.759959E-1	3.698600E+2	3.134700E+1	-7.759959E-1	4.461400E-7	6.056061E-4	1.263137E-4	4.628290E-1	1.450830E+1
4.969664E+3	3.697700E+2	3.135463E+1	-6.939982E-1	3.697600E+2	3.135547E+1	-6.939982E-1	4.443800E-7	6.443954E-4	1.258154E-4	4.856769E-1	1.522836E+1
4.977445E+3	3.696800E+2	3.136226E+1	-7.970244E-1	3.696700E+2	3.136311E+1	-7.970244E-1	4.426600E-7	5.440561E-4	1.253284E-4	4.759275E-1	1.492684E+1
4.984973E+3	3.695800E+2	3.137075E+1	-7.683442E-1	3.695700E+2	3.137159E+1	-7.683442E-1	4.409800E-7	6.493637E-4	1.248528E-4	4.541638E-1	1.424783E+1
4.992782E+3	3.694800E+2	3.137924E+1	-7.597822E-1	3.694700E+2	3.138008E+1	-7.597822E-1	4.392600E-7	6.150916E-4	1.243658E-4	4.583441E-1	1.438288E+1
5.000679E+3	3.693800E+2	3.138773E+1	-7.880221E-1	3.693700E+2	3.138858E+1	-7.092199E-1	4.375600E-7	6.174813E-4	1.238845E-4	4.724480E-1	1.482922E+1
5.008293E+3	3.692800E+2	3.139623E+1	-9.102579E-1	3.692800E+2	3.139623E+1	-7.702182E-1	4.359200E-7	5.476847E-4	1.234202E-4	4.745120E-1	1.489838E+1
5.016862E+3	3.691500E+2	3.140729E+1	-5.372905E-1	3.691700E+2	3.140559E+1	-7.675579E-1	4.340400E-7	6.637573E-4	1.228879E-4	4.565258E-1	1.433724E+1
5.024679E+3	3.690800E+2	3.141324E+1	-7.776600E-1	3.690700E+2	3.141409E+1	-7.069636E-1	4.323800E-7	5.521688E-4	1.224179E-4	4.783397E-1	1.502657E+1
5.033166E+3	3.689700E+2	3.142261E+1	-6.969541E-1	3.689700E+2	3.142261E+1	-7.743934E-1	4.305200E-7	6.651408E-4	1.218913E-4	4.799185E-1	1.508033E+1
5.040914E+3	3.688800E+2	3.143028E+1	-7.597822E-1	3.688700E+2	3.143113E+1	-7.597822E-1	4.288600E-7	6.300077E-4	1.214213E-4	4.515165E-1	1.419167E+1
5.048811E+3	3.687800E+2	3.143880E+1	-7.874016E-1	3.687700E+2	3.143965E+1	-7.874016E-1	4.272200E-7	5.588379E-4	1.209570E-4	4.475130E-1	1.406965E+1
5.056431E+3	3.686800E+2	3.144733E+1	-7.548896E-1	3.686700E+2	3.144818E+1	-6.862633E-1	4.256000E-7	5.990389E-4	1.204983E-4	4.766548E-1	1.498988E+1
5.065174E+3	3.685700E+2	3.145671E+1	-7.027590E-1	3.685700E+2	3.145671E+1	-7.808433E-1	4.237600E-7	6.375900E-4	1.199773E-4	4.782115E-1	1.504300E+1
5.072858E+3	3.684800E+2	3.146439E+1	-7.031250E-1	3.684700E+2	3.146525E+1	-7.031250E-1	4.221400E-7	5.453577E-4	1.195187E-4	4.668610E-1	1.468964E+1
5.080538E+3	3.683900E+2	3.147208E+1	-7.728337E-1	3.683800E+2	3.147294E+1	-7.728337E-1	4.205600E-7	4.930674E-4	1.190713E-4	4.670475E-1	1.469985E+1
5.089078E+3	3.682800E+2	3.148148E+1	-7.043172E-1	3.682700E+2	3.148234E+1	-7.043172E-1	4.187800E-7	5.701006E-4	1.185674E-4	4.604248E-1	1.449478E+1
5.096745E+3	3.681900E+2	3.148918E+1	-7.694998E-1	3.681800E+2	3.149003E+1	-7.694998E-1	4.172600E-7	4.969669E-4	1.181370E-4	4.621637E-1	1.455402E+1
5.105322E+3	3.680800E+2	3.149859E+1	-7.081039E-1	3.680700E+2	3.149944E+1	-7.081039E-1	4.154800E-7	5.746287E-4	1.176331E-4	4.690169E-1	1.477328E+1
5.112948E+3	3.679900E+2	3.150629E+1	-7.566204E-1	3.679800E+2	3.150715E+1	-7.566204E-1	4.139200E-7	5.767944E-4	1.171914E-4	4.708044E-1	1.483419E+1
5.121671E+3	3.678800E+2	3.151571E+1	-7.862665E-1	3.678700E+2	3.151657E+1	-7.862665E-1	4.121400E-7	5.031407E-4	1.166874E-4	4.504527E-1	1.419651E+1
5.129302E+3	3.677800E+2	3.152428E+1	-6.675732E-1	3.677700E+2	3.152514E+1	-6.675732E-1	4.105800E-7	5.814865E-4	1.162458E-4	4.632021E-1	1.460225E+1
5.137391E+3	3.676900E+2	3.153200E+1	-7.741027E-1	3.676800E+2	3.153285E+1	-7.741027E-1	4.090400E-7	5.069539E-4	1.158097E-4	4.670138E-1	1.472677E+1
5.145917E+3	3.675800E+2	3.154143E+1	-7.686037E-1	3.675700E+2	3.154229E+1	-6.987306E-1	4.073000E-7	5.489978E-4	1.153171E-4	4.683878E-1	1.477376E+1
5.154504E+3	3.674700E+2	3.155087E+1	-7.099658E-1	3.674700E+2	3.155087E+1	-7.888509E-1	4.056000E-7	5.512988E-4	1.148358E-4	4.564481E-1	1.440139E+1
5.162110E+3	3.673800E+2	3.155860E+1	-6.951686E-1	3.673700E+2	3.155946E+1	-6.951686E-1	4.041200E-7	5.907818E-4	1.144168E-4	4.552323E-1	1.436685E+1
5.170741E+3	3.672800E+2	3.156720E+1	-7.184673E-1	3.672700E+2	3.156806E+1	-7.184673E-1	4.024400E-7	5.152679E-4	1.139411E-4	4.807773E-1	1.517697E+1
5.178257E+3	3.671900E+2	3.157493E+1	-7.549760E-1	3.671800E+2	3.157579E+1	-7.549760E-1	4.009600E-7	5.171698E-4	1.135221E-4	4.577842E-1	1.445538E+1
5.186999E+3	3.670800E+2	3.158440E+1	-7.553216E-1	3.670700E+2	3.158526E+1	-6.866560E-1	3.992800E-7	5.979431E-4	1.130464E-4	4.708291E-1	1.487098E+1
5.195737E+3	3.669700E+2	3.159386E+1	-6.695598E-1	3.669700E+2	3.159386E+1	-7.439554E-1	3.975600E-7	5.215927E-4	1.125595E-4	4.761182E-1	1.504245E+1
5.203802E+3	3.668800E+2	3.160161E+1	-7.659900E-1	3.668700E+2	3.160247E+1	-7.659900E-1	3.960200E-7	6.028653E-4	1.121234E-4	4.396655E-1	1.389454E+1
5.211635E+3	3.667800E+2	3.161023E+1	-6.872852E-1	3.667700E+2	3.161109E+1	-6.872852E-1	3.945600E-7	5.255586E-4	1.117101E-4	4.588606E-1	1.450504E+1
5.220365E+3	3.666800E+2	3.161885E+1	-7.600709E-1	3.666700E+2	3.161971E+1	-7.600709E-1	3.929000E-7	6.488953E-4	1.112401E-4	4.603088E-1	1.455487E+1
5.228259E+3	3.665800E+2	3.162748E+1	-7.000350E-1	3.665700E+2	3.162834E+1	-7.000350E-1	3.914400E-7	5.297476E-4	1.108267E-4	4.560675E-1	1.442463E+1
5.236830E+3	3.664800E+2	3.163611E+1	-6.884682E-1	3.664700E+2	3.163697E+1	-6.884682E-1	3.898200E-7	6.124538E-4	1.103681E-4	4.754218E-1	1.504092E+1
5.245545E+3	3.663800E+2	3.164474E+1	-7.263923E-1	3.663700E+2	3.164560E+1	-7.263923E-1	3.882400E-7	5.341140E-4	1.099207E-4	4.676582E-1	1.479910E+1
5.252979E+3	3.662900E+2	3.165252E+1	-7.587951E-1	3.662800E+2	3.165338E+1	-7.587951E-1	3.868400E-7	5.360470E-4	1.095243E-4	4.545046E-1	1.438707E+1
5.261677E+3	3.661800E+2	3.166202E+1	-6.789891E-1	3.661700E+2	3.166289E+1	-6.789891E-1	3.852000E-7	6.618665E-4	1.090600E-4	4.616898E-1	1.461795E+1
5.269630E+3	3.660900E+2	3.166981E+1	-7.498296E-1	3.660800E+2	3.167067E+1	-7.498296E-1	3.837600E-7	5.403492E-4	1.086523E-4	4.572045E-1	1.448047E+1
5.278432E+3	3.659800E+2	3.167933E+1	-6.870491E-1	3.659700E+2	3.168019E+1	-6.870491E-1	3.821600E-7	5.426115E-4	1.081993E-4	4.602767E-1	1.458138E+1
5.287165E+3	3.658800E+2	3.168799E+1	-6.904488E-1	3.658700E+2	3.168885E+1	-6.904488E-1	3.805600E-7	5.448928E-4	1.077463E-4	4.790250E-1	1.517952E+1
5.294986E+3	3.657900E+2	3.169578E+1	-7.572281E-1	3.657800E+2	3.169665E+1	-7.572281E-1	3.791600E-7	5.469048E-4	1.073499E-4	4.498575E-1	1.425945E+1
5.303702E+3	3.656800E+2	3.170532E+1	-6.791940E-1	3.656700E+2	3.170618E+1	-6.791940E-1	3.776000E-7	6.751880E-4	1.069083E-4	4.505723E-1	1.428567E+1
5.312536E+3	3.655800E+2	3.171399E+1	-7.561004E-1	3.655700E+2	3.171486E+1	-6.873640E-1	3.760600E-7	5.514131E-4	1.064723E-4	4.751127E-1	1.506813E+1
